lookback_min,max_hold_min,direction,character_rule,trades,tp_first_rate,net_win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,timeout_rate,avg_minutes,exp_2bps,pf_2bps,net_2bps,y2022_n,y2022_tp_rate,y2022_net_wr,y2022_net,y2022_exp,y2022_pf,y2023_n,y2023_tp_rate,y2023_net_wr,y2023_net,y2023_exp,y2023_pf,y2024_n,y2024_tp_rate,y2024_net_wr,y2024_net,y2024_exp,y2024_pf,min_annual_tp_rate,a1020_n,a1020_tp_rate,a1020_good,a1035_n,a1035_tp_rate,a1035_good,a1050_n,a1050_tp_rate,a1050_good,a1065_n,a1065_tp_rate,a1065_good,good_anchors,eligible,high_wr_target_hit
15,15,LONG,ALL,3112,0.18830334190231363,0.24582262210796915,-2375.093684167567,-0.7632049113648994,0.16992612573510354,2375.0936841675707,39,0.2969151670951157,9.869858611825194,-0.9632049113648992,0.10212290139909978,-2997.4936841675662,1032,0.1996124031007752,0.23546511627906977,-865.5056084836358,-0.8386682252748409,0.15889616905627357,1036,0.15347490347490347,0.222007722007722,-755.5783193396577,-0.7293227020653067,0.15491542598513755,1044,0.21168582375478928,0.2796934865900383,-754.0097563442735,-0.7222315673795723,0.19632843156808544,0.15347490347490347,777,0.19433719433719435,False,777,0.18404118404118405,False,779,0.19383825417201542,False,779,0.1810012836970475,False,0,False,False
15,15,LONG,DRIVE_UP,1594,0.18005018820577165,0.24027603513174403,-1244.8811698378322,-0.7809794039133201,0.16282726535612438,1244.881169837832,23,0.30175658720200754,9.990589711417817,-0.9809794039133202,0.09755467320053474,-1563.6811698378324,513,0.19883040935672514,0.2300194931773879,-438.422066165346,-0.8546239106536959,0.1541109920509407,522,0.15708812260536398,0.22988505747126436,-372.97709356087717,-0.714515504905895,0.16349271483828254,559,0.18425760286225404,0.259391771019678,-433.48201011160927,-0.7754597676415192,0.1709004005057251,0.15708812260536398,393,0.18575063613231552,False,415,0.16626506024096385,False,384,0.17447916666666666,False,402,0.19402985074626866,False,0,False,False
15,15,LONG,DRIVE_DOWN,1518,0.19696969696969696,0.2516469038208169,-1130.2125143297344,-0.7445405232738699,0.17760717687509062,1130.2125143297342,30,0.29183135704874835,9.74308300395257,-0.9445405232738697,0.10705246723709291,-1433.8125143297343,519,0.2003853564547206,0.24084778420038536,-427.0835423182898,-0.8228969986864929,0.16375239717967235,514,0.14980544747081712,0.2140077821011673,-382.60122577878053,-0.7443603614373162,0.1463828682785631,485,0.24329896907216494,0.3030927835051546,-320.5277462326642,-0.6608819509951839,0.22833508246156653,0.14980544747081712,384,0.203125,False,362,0.20441988950276244,False,395,0.21265822784810126,False,377,0.16710875331564987,False,0,False,False
15,15,LONG,STR_B0_20,625,0.16,0.2192,-471.5557252815965,-0.7544891604505544,0.15355200500616076,471.6256686048129,49,0.3728,10.704,-0.9544891604505544,0.09028645645303919,-596.5557252815966,216,0.19444444444444445,0.24537037037037038,-174.84627124949455,-0.8094734780069192,0.1653619808117205,203,0.08866995073891626,0.13793103448275862,-155.74946722970694,-0.7672387548261426,0.094884802677819,206,0.1941747572815534,0.27184466019417475,-140.959986802395,-0.6842717805941505,0.19696917132475544,0.08866995073891626,154,0.16883116883116883,False,152,0.16447368421052633,False,165,0.15151515151515152,False,154,0.15584415584415584,False,0,False,False
15,15,LONG,STR_B20_40,625,0.1648,0.224,-477.5009780997299,-0.7640015649595678,0.15239666705861746,478.25097809972965,21,0.3744,10.847999999999999,-0.9640015649595676,0.09001251352164867,-602.5009780997298,213,0.20187793427230047,0.2347417840375587,-170.86627709802434,-0.8021890943569218,0.1649418632582807,201,0.10945273631840796,0.1890547263681592,-152.92511381882304,-0.7608214617851893,0.11774745495510633,211,0.18009478672985782,0.24644549763033174,-153.70958718288247,-0.7284814558430449,0.1709452347303247,0.10945273631840796,162,0.2037037037037037,False,164,0.1402439024390244,False,143,0.16083916083916083,False,156,0.15384615384615385,False,0,False,False
15,15,LONG,STR_B40_60,595,0.16974789915966387,0.2218487394957983,-463.7082379851312,-0.7793415764455986,0.15219533110530858,464.4582379851312,21,0.33277310924369746,10.361344537815127,-0.9793415764455986,0.0911127469350587,-582.7082379851312,210,0.22857142857142856,0.26666666666666666,-154.40215297720027,-0.7352483475104775,0.19660055152968658,198,0.10606060606060606,0.1717171717171717,-158.86555763957347,-0.802351301209967,0.10914921208911964,187,0.1711229946524064,0.22459893048128343,-150.4405273683575,-0.8044947987612701,0.14733439382474794,0.10606060606060606,150,0.18,False,144,0.16666666666666666,False,157,0.15286624203821655,False,144,0.18055555555555555,False,0,False,False
15,15,LONG,STR_B60_80,611,0.18494271685761046,0.265139116202946,-453.57032088495566,-0.7423409507118751,0.17882324477533573,453.5703208849557,29,0.2896890343698854,9.926350245499181,-0.9423409507118752,0.10603824113853719,-575.7703208849557,189,0.14814814814814814,0.19047619047619047,-177.04100464960572,-0.9367248923259562,0.11622627936183771,196,0.1683673469387755,0.2857142857142857,-123.39505391841791,-0.6295666016245812,0.2008076300614765,226,0.23008849557522124,0.30973451327433627,-153.13426231693205,-0.6775852314908498,0.22510077439391118,0.14814814814814814,145,0.21379310344827587,False,149,0.1610738255033557,False,155,0.22580645161290322,False,162,0.1419753086419753,False,0,False,False
15,15,LONG,STR_B80_100,656,0.2576219512195122,0.29573170731707316,-508.7584219161536,-0.7755463748721854,0.20699370060143849,508.7584219161536,15,0.125,7.644817073170732,-0.9755463748721854,0.12975139153099904,-639.9584219161536,204,0.22058823529411764,0.23529411764705882,-188.34990250931094,-0.9232838358299555,0.15309571639193548,238,0.27310924369747897,0.31092436974789917,-164.6431267331363,-0.6917778434165391,0.23756700839875772,214,0.2757009345794392,0.3364485981308411,-155.7653926737064,-0.7278756666995626,0.23349124544929004,0.22058823529411764,166,0.20481927710843373,False,168,0.27976190476190477,False,159,0.27672955974842767,False,163,0.26993865030674846,False,0,False,False
15,15,LONG,EFF_LOW,1021,0.1939275220372184,0.24191968658178256,-768.5157717975776,-0.7527088852082053,0.1728966116545131,769.2657717975769,23,0.29774730656219395,9.941234084231146,-0.9527088852082051,0.10455925519576934,-972.7157717975774,341,0.21994134897360704,0.26392961876832843,-272.46431666442083,-0.7990155913912634,0.18005628386665046,339,0.15339233038348082,0.20648967551622419,-243.3981938270806,-0.7179887723512702,0.14937856250034384,341,0.20821114369501467,0.25513196480938416,-252.65326130607608,-0.7409186548565281,0.18689718147672893,0.15339233038348082,260,0.2076923076923077,False,254,0.1889763779527559,False,252,0.17857142857142858,False,255,0.2,False,0,False,False
15,15,LONG,EFF_MID,1020,0.1843137254901961,0.24313725490196078,-794.5370465139652,-0.7789578887391815,0.16414992810360837,794.537046513965,29,0.2833333333333333,9.72549019607843,-0.9789578887391813,0.09830491747566025,-998.5370465139649,338,0.1804733727810651,0.21301775147928995,-301.442860419658,-0.8918427823066806,0.1376651873022604,341,0.1495601173020528,0.21994134897360704,-255.61921666656903,-0.749616471162959,0.1517068495130387,341,0.22287390029325513,0.2961876832844575,-237.47496942773802,-0.6964075349787039,0.20755601016647668,0.1495601173020528,253,0.2134387351778656,False,264,0.16287878787878787,False,254,0.20866141732283464,False,249,0.15261044176706828,False,0,False,False
